time,matsuoka_y1,matsuoka_y2,hopf_x,hopf_y,joint_0,joint_1,hopf_radius
0.41000000000000003,0.39130117590619456,0.15490011044835403,-0.07032136817566087,0.16086828071221335,0.3772369022710624,0.1870737665907967,0.17556679230822758
0.42,0.39020612664863114,0.15070410401766954,-0.07913296118389385,0.15887343565611334,0.37437953441185234,0.1824787911488922,0.17749026481164773
0.43,0.38905323173058515,0.14649609679185857,-0.0879281797281923,0.15641306205501784,0.3714675957849467,0.17777870920286215,0.17943358317700772
0.44,0.38784867705433773,0.14228489486531382,-0.09668321328956311,0.15348353596916053,0.3685120343964251,0.17298160205914592,0.1813969116208756
0.45,0.3865982684516396,0.13807896247728071,-0.10537383933859858,0.15008241194747451,0.36552350058391986,0.16809544486677563,0.18338041442021072
0.46,0.3853074686914214,0.13388645860116433,-0.11397547947774353,0.14620845528869464,0.3625123727958727,0.16312814965890327,0.18538425585817084
0.47000000000000003,0.3839814302488332,0.1297152692662941,-0.12246325776761814,0.1418616717578243,0.35948877869530954,0.15808760361785895,0.18740860016814267
0.48,0.3826250241904635,0.12557303596653427,-0.13081206112961968,0.1370433346219104,0.3564626119645396,0.15298170289091634,0.18945361147592904
0.49,0.3812428655008114,0.12146718048035082,-0.13899660170906786,0.1317560088732539,0.3534435451589978,0.1478183822550016,0.19151945374002666
0.5,0.3798393351480774,0.11740492639994514,-0.14699148107534776,0.12600357251280156,0.3504410389330078,0.14260564090250544,0.19360629068992866
0.51,0.3784185991628616,0.11339331764258884,-0.1547712561278651,0.11979123477151302,0.34746434793728853,0.13735156459689143,0.1957142857623862
0.52,0.3769846249811683,0.10943923419511252,-0.16231050656918042,0.11312555115296799,0.3445225236673322,0.1320643444257061,0.19784360203556428
0.53,0.37554119528301855,0.10554940532240491,-0.1695839037994542,0.10601443518636633,0.3416244145231277,0.12675229235967816,0.1999944021610275
0.54,0.37409191953976156,0.10173042045257677,-0.17656628107933306,0.09846716678536813,0.33877866332389495,0.1214238538096504,0.20216684829349135
0.55,0.3726402434666913,0.09798873793496228,-0.18323270480165912,0.09049439711491544,0.33599370250635946,0.11608761735794537,0.2043611020182754
0.56,0.3711894565626449,0.09433069185220926,-0.1895585467059102,0.08210814987526026,0.33327774722146286,0.1107523218272613,0.20657732427639522
0.5700000000000001,0.36974269790475184,0.09076249705420558,-0.1955195568630964,0.07332181891988533,0.3306387865321325,0.10542686083818265,0.2088156752872304
0.58,0.3683029603542724,0.08729025256936818,-0.20109193725296828,0.06415016213183375,0.32808457290367876,0.10012028499573493,0.21107631446870653
0.59,0.36687309331840284,0.08391994353776423,-0.20625241574985242,0.05460929149114825,0.32562261016843236,0.09484180183599389,0.2133594003549297
0.6,0.3654558042029114,0.08065744180053043,-0.21097832032823782,0.04471665927464885,0.32326014013726384,0.0896007736554602,0.21566509051121271
